title,doi,target
Improved Scale-up Synthesis and Purification of Clinical Asthma Candidate MIDD0301,10.1021/acs.oprd.0c00200,CC1/N=C(/C2C(F)=CC=CC=2)\C2C(=CC=C(Br)C=2)N2C1=C(N=C2)C(O)=O
Practical and Efficient Approach to the Preparation of Diquafosol Tetrasodium,10.1021/acs.oprd.0c00209,OP(OP(OP(OP(OCC1OC(N2C(=O)NC(=O)C=C2)C(O)C1O)(O)=O)(O)=O)(O)=O)(OCC1OC(N2C(=O)NC(=O)C=C2)C(O)C1O)=O
"Toward a Scalable Synthesis and Process for EMA401, Part I: Late Stage Process Development, Route Scouting, and ICH M7 Assessment",10.1021/acs.oprd.0c00215,COC1C(OCC2C=CC=CC=2)=C2C(CN(C(C(C3C=CC=CC=3)C3C=CC=CC=3)=O)C(C(O)=O)C2)=CC=1
"Development of a Scalable Synthesis of Mevidalen (LY3154207), an Orally Available Positive Allosteric Modulator of the Human Dopamine D1 Receptor",10.1021/acs.oprd.0c00229,CC1N(C(CC2C(Cl)=CC=CC=2Cl)=O)C(CO)CC2C(CCC(O)(C)C)=CC=CC1=2
Development of a Scalable Synthesis of the Small Molecule TGFβR1 Inhibitor <b>BMS-986260</b>,10.1021/acs.oprd.0c00232,C1C(C2N=CN(CCO)C=2C2C=CC3N(C(C#N)=CN=3)N=2)=CC(Cl)=C(F)C=1
"Quest for a COVID-19 Cure by Repurposing Small-Molecule Drugs: Mechanism of Action, Clinical Development, Synthesis at Scale, and Outlook for Supply",10.1021/acs.oprd.0c00233,C1N(C2OC(COP(OP(OP(O)(O)=O)(O)=O)(O)=O)C(O)C2O)C(=O)C(C(N)=O)=NC=1F
Practical and Efficient Synthesis of 2-Thio-imidazole Derivative—<b>ZY12201</b>: A Potent TGR5 Agonist,10.1021/acs.oprd.0c00234,CC(C1N(C2C=CC(F)=CC=2)C(SCCOC2C=CC(N3C=NC=C3)=CC=2)=NC=1)(C1C=C(OC)C(OC)=CC=1)C
Development of a Large-Scale Route to Glecaprevir: Synthesis of the Macrocycle via Intramolecular Etherification,10.1021/acs.oprd.0c00244,CC(C1NC(=O)OC2C(CCC2)OC/C=C/C(F)(F)C2C(=NC3C=CC=CC=3N=2)OC2CC(C(NC(C(NS(C3(CC3)C)(=O)=O)=O)3C(C(F)F)C3)=O)N(C2)C1=O)(C)C
Development of a Large-Scale Route to Glecaprevir: Synthesis of the Side Chain and Final Assembly,10.1021/acs.oprd.0c00245,CC(C1NC(=O)OC2C(CCC2)OC/C=C/C(F)(F)C2C(=NC3C=CC=CC=3N=2)OC2CC(C(NC(C(NS(C3(CC3)C)(=O)=O)=O)3C(C(F)F)C3)=O)N(C2)C1=O)(C)C
Kinetic Investigations To Enable Development of a Robust Radical Benzylic Bromination for Commercial Manufacturing of AMG 423 Dihydrochloride Hydrate,10.1021/acs.oprd.0c00256,CC1C=CC(NC(NC2C(F)=C(CN3CCN(C(OC)=O)CC3)C=CC=2)=O)=CN=1
Electrochemical Cyclobutane Synthesis in Flow: Scale-Up of a Promising Melt-Castable Energetic Intermediate,10.1021/acs.oprd.0c00270,C1C(CO[N+]([O-])=O)(CO[N+]([O-])=O)C(CO[N+]([O-])=O)(CO[N+]([O-])=O)C1
Drug Development through Modification of Small Molecular Drugs with Monodisperse Poly(ethylene glycol)s,10.1021/acs.oprd.0c00273,COCCOCCOCCOCCOCCOCCOCCO[C@H]1CC[C@]2([C@H]3CC4=C5[C@]2([C@H]1OC5=C(C=C4)O)CCN3CC=C)O
"Development of an Efficient Scale-Up Synthesis Method for a β<sub>3</sub>-Adrenergic Receptor Agonist, Ritobegron Ethyl Hydrochloride",10.1021/acs.oprd.0c00278,CCOC(COC1C=C(C)C(CCNC(C(O)C2C=CC(O)=CC=2)C)=CC=1C)=O
"Use of High-Throughput Tools for Telescoped Continuous Flow Synthesis of an Alkynylnaphthyridine Anticancer Agent, HSN608",10.1021/acs.oprd.0c00289,CN1CCN(CC2C(C(F)(F)F)=CC(NC(C3C=C(C#CC4C=NC(N)=C5C=4C=CC=N5)C=NC=3)=O)=CC=2)CC1
Practical and Scalable Manufacturing Process for Plasma Kallikrein Inhibitor ASP5069,10.1021/acs.oprd.0c00291,CCOC1C(OCC(O)=O)=C(CNC2C(C(NC3C=CC(C(N)=N)=CC=3)=O)=CC(Cl)=CC=2)C=C(CN2CCN(C)CC2)C=1
Facile Preparation of 4-(4-Nitrophenyl)morpholin-3-one via the Acid-Catalyzed Selective Oxidation of 4-(4-Nitrophenyl)morpholine by Sodium Chlorite as the Sole Oxidant,10.1021/acs.oprd.0c00299,C1C=C(N2C(=O)OC(CNC(C3SC(Cl)=CC=3)=O)C2)C=CC=1N1C(=O)COCC1
Synthesis of a Crizotinib Intermediate via Highly Efficient Catalytic Hydrogenation in Continuous Flow,10.1021/acs.oprd.0c00302,CC(OC1C=C(C2C=CN(C3CCNCC3)N=2)C=NC=1N)C1C(Cl)=C(F)C=CC=1Cl
"Development of a Commercial Manufacturing Route to 2-Fluoroadenine, The Key Unnatural Nucleobase of Islatravir",10.1021/acs.oprd.0c00304,C1NC2C(=C(N=C(N=2)F)N)N=1
Improvement of the <i>C</i>-glycosylation Step for the Synthesis of Remdesivir,10.1021/acs.oprd.0c00310,C1C=CC(COCC2OC(O)(C3N4C(C(N)=NC=N4)=CC=3)C(OCC3C=CC=CC=3)C2OCC2C=CC=CC=2)=CC=1
Bio- and Chemocatalysis for the Synthesis of Late Stage SAR-Enabling Intermediates for ROMK Inhibitors and MK-7145 for the Treatment of Hypertension and Heart Failure,10.1021/acs.oprd.0c00314,CC1C(C(O)CN2CCN(CC(O)C3C(C)=C4COC(=O)C4=CC=3)CC2)=CC=C2C=1COC2=O
"Development of a Practical, Biocatalytic Synthesis of <i>tert</i>-Butyl (<i>R</i>)-3-Hydroxyl-5-hexenoate: A Key Intermediate to the Statin Side Chain",10.1021/acs.oprd.0c00320,CC(OC(CC1OC(C)(C)OC(CO)C1)=O)(C)C
"Development of Scalable Synthesis of 5-Butyl-4-(4-methoxyphenyl)-6-phenylpyrimidin-2-amine (WQE-134), a Dual Inhibitor of Nitric Oxide and Prostaglandin E<sub>2</sub> Production",10.1021/acs.oprd.0c00324,CCCCC1C(C2C=CC=CC=2)=NC(N)=NC=1C1C=CC(OC)=CC=1
Development of a Scalable Route for a Highly Polar Heterocyclic Aminocyclopropyl Building Block,10.1021/acs.oprd.0c00358,C1C=NC(C(N)2CC2)=NC=1
"Process Development of Sotagliflozin, a Dual Inhibitor of Sodium–Glucose Cotransporter-1/2 for the Treatment of Diabetes",10.1021/acs.oprd.0c00359,CCOC1C=CC(CC2C(Cl)=CC=C(C3OC(SC)C(O)C(O)C3O)C=2)=CC=1
Development of a Nitrene-Type Rearrangement for the Commercial Route of the JAK1 Inhibitor Abrocitinib,10.1021/acs.oprd.0c00366,CCCS(NC1CC(N(C2N=CN=C3C=2C=CN3)C)C1)(=O)=O
"Efficient Method for the Synthesis of Amino-1,3-Oxazines from Thioureas",10.1021/acs.oprd.0c00369,CC(F)(F)C1OCC(N)(C2C(F)=CC=C(Br)C=2)C1CO
"Efficient Method for the Synthesis of Amino-1,3-Oxazines from Thioureas",10.1021/acs.oprd.0c00369,CC(F)(F)C1OCC(C2C(F)=CC=C(NC(C3N=CC(C(F)(F)F)=CC=3)=O)C=2)2C1COC(N)=N2
"Synthesis of Vixotrigine, a Use-Dependent Sodium Channel Blocker. Part 1: Development of Bulk Supply Routes to Enable Proof of Concept",10.1021/acs.oprd.0c00382,C1C=C(COC2C=CC(C3NC(C(N)=O)CC3)=CC=2)C(F)=CC=1
High-Throughput Synthesis of (<i>S</i>)-α-Phellandrene through Three-Step Sequential Continuous-Flow Reactions,10.1021/acs.oprd.0c00391,CC(C1CC=C(C)C=C1)C
Short Gram-Scale Synthesis of Sulfavant A,10.1021/acs.oprd.0c00393,CCCCCCCCCCCCCCCCCC(OCC(OC(CCCCCCCCCCCCCCCCC)=O)COCC1OC(CS([O-])(=O)=O)C(O)C(O)C1O)=O.[Rb+]
"Scalable, Telescoped Hydrogenolysis–Enzymatic Decarboxylation Process for the Asymmetric Synthesis of (<i>R</i>)-α-Heteroaryl Propionic Acids",10.1021/acs.oprd.0c00397,CC(C(O)=O)C1C=CC=CC=1
"Development of a Novel Chemoenzymatic Process for (<i>S</i>)-1-(Pyridin-4-yl)-1,3-propanediol",10.1021/acs.oprd.0c00403,C1C=NC=CC=1C(O)CCO
"Developing a Multistep Continuous Manufacturing Process for (1<i>R</i>,2<i>R</i>)-2-Amino-1-methylcyclopentan-1-ol",10.1021/acs.oprd.0c00405,CC(O)1C(N)CCC1
Precise Preparation of a High-Purity Key Intermediate of Tazobactam,10.1021/acs.oprd.0c00407,CC1(S(=O)C2N(C(C2Br)=O)C1C(OC(C1C=CC=CC=1)C1C=CC=CC=1)=O)C
Precise Preparation of a High-Purity Key Intermediate of Tazobactam,10.1021/acs.oprd.0c00407,CC1(S(=O)(=O)C2N(C(C2)=O)C1C(O)=O)CN1N=NC=C1
"Merging Biocatalysis, Flow, and Surfactant Chemistry: Innovative Synthesis of an FXI (Factor XI) Inhibitor",10.1021/acs.oprd.0c00412,CC(C1C=C(C(O)CN2C3C(C(O)=O)=CC=CC=3C=C2)C=C(C2C=CC3OCC(N)C=3C=2)C=1)C
Development of a Scalable Negishi Cross-Coupling Process for the Preparation of 2-Chloro-5-(1-(tetrahydro-2<i>H</i>-pyran-2-yl)-1<i>H</i>-pyrazol-5-yl)aniline,10.1021/acs.oprd.0c00414,C1CC(N2N=CC=C2C2C=CC(Cl)=C(N)C=2)OCC1
"Process Research and Scale-Up Synthesis of 3-(4-Isobutyl-2-methylphenyl)propanal, a Safe and Uniquely Performing Perfumery Ingredient",10.1021/acs.oprd.0c00421,CC(CC1C=C(C)C(CCC=O)=CC=1)C
"Synthesis of Vixotrigine, a Voltage- and Use-Dependent Sodium Channel Blocker. Part 2: Development of a Late-Stage Process",10.1021/acs.oprd.0c00427,C1C=CC(F)=C(COC2C=CC(C3NC(C(N)=O)CC3)=CC=2)C=1
Synthesis of Rovafovir Etalafenamide (Part III): Evolution of the Synthetic Process to the Phosphonamidate Fragment,10.1021/acs.oprd.0c00428,CCOC(C(NP(OC1C=CC=CC=1)(COC1OC(N2C3C(=C(N=CN=3)N)N=C2)C(F)=C1)=O)C)=O
Large-Scale Synthesis of Eldecalcitol,10.1021/acs.oprd.0c00436,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H]([C@H]([C@@H](C3=C)O)OCCCO)O)C
Development of a Scalable Synthesis of <i>trans</i>-4-Fluorocyclohexylamine via Directed Hydrogenation,10.1021/acs.oprd.0c00444,C1C(F)CCC(N)C1
"An Easy, Convenient, and Safe Process for the Synthesis of Lofexidine Hydrochloride",10.1021/acs.oprd.0c00453,CC(OC1C(Cl)=CC=CC=1Cl)C1NCCN=1
Development of a Scalable Method for Manufacturing the Central Core of CD73 Inhibitor AB680,10.1021/acs.oprd.0c00469,C1C(Cl)NC2NN=CC=2C=1Cl
Development of a Scalable and Sublimation-Free Route to MTAD,10.1021/acs.oprd.0c00470,CN1C(=O)N=NC1=O
Di-<i>tert</i>-butyl Phosphonate Route to the Antiviral Drug Tenofovir,10.1021/acs.oprd.0c00473,CC(OCP(O)(O)=O)CN1C2N=CN=C(N)C=2N=C1
Synthesis of Isotopically Labeled Anti-HIV Nucleoside Islatravir through a One-Pot Biocatalytic Cascade Reaction,10.1021/acs.oprd.0c00476,C#CC1(OC(N2C3N=C(N=C(N)C=3N=C2)F)CC1O)CO
Development and Scale-Up of an Improved Manufacturing Route to the ATR Inhibitor Ceralasertib,10.1021/acs.oprd.0c00482,CC1N(C2N=C(C3C=CN=C4C=3C=CN4)N=C(C(S(C)(=O)=N)3CC3)C=2)CCOC1
Development and Proof of Concept for a Large-Scale Photoredox Additive-Free Minisci Reaction,10.1021/acs.oprd.0c00483,CC1N(C2N=C(C3C=CN=C4C=3C=CN4)N=C(C(S(C)(=O)=N)3CC3)C=2)CCOC1
Palladium-Catalyzed C–O Cross-Coupling as a Replacement for a Mitsunobu Reaction in the Development of an Androgen Receptor Antagonist,10.1021/acs.oprd.0c00484,C1C=C2C(OC3CCC(NC(C4C=CC=C(F)C=4)=O)CC3)=CC=NC2=C(C#N)C=1
Application of C–H Functionalization in the Development of a Concise and Convergent Route to the Phosphatidylinositol-3-kinase Delta Inhibitor Nemiralisib,10.1021/acs.oprd.0c00486,CC(N1CCN(CC2OC(C3C=C(C4C5C=CNC=5C=CC=4)C=C4C=3C=NN4)=NC=2)CC1)C
Development and Implementation of an Aluminum-Promoted Phosphorylation in the Uprifosbuvir Manufacturing Route,10.1021/acs.oprd.0c00487,CC(OC(C(NP(OC1C=CC=CC=1)(OCC1OC(N2C(=O)NC(=O)C=C2)C(Cl)(C)C1O)=O)C)=O)C
Process Development toward a Pro-Drug of <i>R</i>-Baclofen,10.1021/acs.oprd.0c00491,CC(C(OC(NCC(C1C=CC(Cl)=CC=1)CC(O)=O)=O)OC(C(C)C)=O)C
"Three-Step One-Pot Process of 3-Methyl-5-Benzofuranol from Amine, Aldehydes, and <i>p</i>-Benzoquinone",10.1021/acs.oprd.0c00507,CC1C2C(=CC=C(O)C=2)OC=1
Development of a Robust Scale-Up Synthetic Route for BPR1K871: A Clinical Candidate for the Treatment of Acute Myeloid Leukemia and Solid Tumors,10.1021/acs.oprd.0c00515,CN(CCCOC1C=C2N=CN=C(NCCC3SC(NC(NC4C=CC=C(Cl)C=4)=O)=NC=3)C2=CC=1)C
"Development of a Synthesis Process for a Novel HCV NS5A Inhibitor, Emitasvir",10.1021/acs.oprd.0c00519,CC(C(NC(OC)=O)C(N1C(C2NC(C3C=CC(C4C=CC(C5C=CC6NC(C7N(C(C(NC(OC)=O)C(C)C)=O)CCC7)=NC=6C=5)=C5C=4C4CC5CC4)=CC=3)=CN=2)CCC1)=O)C
Large Scale Practical Synthesis of Enantiomerically Pure <i>cis</i>-4-Amino-3-fluoro-1-methylpiperidine via Rhodium-Catalyzed Asymmetric Hydrogenation of a Tetrasubstituted Fluoroalkene,10.1021/acs.oprd.0c00525,CN1CC(F)C(N)CC1
"Thermal Risk Analysis Based on Reaction Mechanism: Application to the 2,6-Diaminopyrazine-1-oxide Synthesis Process",10.1021/acs.oprd.0c00529,C(N)1C([N+]([O-])=O)=NC([N+]([O-])=O)=C(N)[N+]=1[O-]
Route Design to Manufacture: Synthesis of the Heterocyclic Fragment of AZD5718 Using a Non-cryogenic Lithiation-Alkoxycarbonylation Reaction,10.1021/acs.oprd.0c00533,C1NC(=O)C2=C(N)C=NN2C1
Continuous Flow Process for the Synthesis of Betahistine via Aza-Michael-Type Reaction in Water,10.1021/acs.oprd.0c00543,C1C=CN=C(CCNC)C=1
Development and Scale-Up of an Asymmetric Synthesis Process for Alogliptin,10.1021/acs.oprd.0c00544,CN1C(=O)N(CC2C=CC=CC=2C#N)C(N2CC(N)CCC2)=CC1=O
Concise and Efficient Synthesis of [6]-Paradol,10.1021/acs.oprd.0c00553,CCCCCCCC(CCC1C=C(OC)C(O)=CC=1)=O
Synthesis of the Lipophilic Amine Tail of Abediterol Enabled by Multiphase Flow Transformations,10.1021/acs.oprd.1c00002,C1C=CC(C(F)(F)COCCCCCCN)=CC=1
Development of a Robust and Scalable Process for the Large-Scale Preparation of Vadadustat,10.1021/acs.oprd.1c00004,C1C=C(Cl)C=C(C2C=C(O)C(C(NCC(O)=O)=O)=NC=2)C=1
Process Development of Tacalcitol,10.1021/acs.oprd.1c00010,C[C@H](CC[C@H](C(C)C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@H](C[C@@H](C3=C)O)O)C
Development of a One-Step Synthesis of 5-Amino-1<i>H</i>-imidazole-4-carboxamide,10.1021/acs.oprd.1c00013,C1NC(C(N)=O)=C(N)N=1
Use of Lithium Diisopropylamide in Flow: Operability and Safety Challenges Encountered on a Multigram Scale,10.1021/acs.oprd.1c00015,CC(O)(CC1N=CC(Br)=CC=1)C
"Practical Synthesis of (3a<i>R</i>, 9b<i>R</i>)-8-Fluoro-7-(perfluoropropan-2-yl)-9b-(phenylsulfonyl)-2,3,3a,4,5,9b-hexahydro-1<i>H</i>-benzo[e]indole: An Advanced Intermediate to Access the RORγt Inverse Agonist <b>BMT-362265</b>",10.1021/acs.oprd.1c00019,CC1C(C(N2C3C(S(C4C=CC=CC=4)(=O)=O)(C4C(CC3)=CC(C(F)(C(F)(F)F)C(F)(F)F)=C(F)C=4)CC2)=O)CCC(C(O)=O)C1
Copper(II) Lysinate and Pseudoproline Assistance in the Convergent Synthesis of the GLP-1 Receptor Agonists Liraglutide and Semaglutide,10.1021/acs.oprd.1c00021,CCCCCCCCCCCCCCCC(NC(C(OC(C)(C)C)=O)CCC(NCCCCC(NC(OCC1C2C=CC=CC=2C2C=CC=CC1=2)=O)C(O)=O)=O)=O
Flash Chemistry Approach to Organometallic <i>C</i>-Glycosylation for the Synthesis of Remdesivir,10.1021/acs.oprd.1c00024,CCC(COC(C(NP(OC1C=CC=CC=1)(OCC1OC(C2N3C(C(N)=NC=N3)=CC=2)(C#N)C(O)C1O)=O)C)=O)CC
Highly Efficient and Practical Synthesis of the Key Intermediate of Telmisartan,10.1021/acs.oprd.1c00025,CCCC1NC2C(=C(C=C(C3N(C)C4C(=CC=CC=4)N=3)C=2)C)N=1
Synthesis of Rovafovir Etalafenamide (Part IV): Evolution of the Synthetic Process to the Fluorinated Nucleoside Fragment,10.1021/acs.oprd.1c00026,C1N=C(N)C2N=CN(C3OC(C(O)=O)C(O)C3F)C=2N=1
"Toward a Practical, Two-Step Process for Molnupiravir: Direct Hydroxamination of Cytidine Followed by Selective Esterification",10.1021/acs.oprd.1c00033,CC(C(OCC1OC(N2C(=O)N=C(NO)C=C2)C(O)C1O)=O)C
"Synthesis of Rovafovir Etalafenamide (Part I): Active Pharmaceutical Ingredient Process Development, Scale-Up, and Impurity Control Strategy",10.1021/acs.oprd.1c00059,CCOC(C(NP(OC1C=CC=CC=1)(COC1OC(N2C3N=CN=C(N)C=3N=C2)C(F)=C1)=O)C)=O.[K]
Fully Continuous Flow Synthesis of 3-Chloro-4-oxopentyl Acetate: An Important Intermediate for Vitamin B1,10.1021/acs.oprd.1c00065,CC(OCCC(Cl)C(C)=O)=O
Kilogram-Scale Preparation of an Aminopyrazole Building Block via Copper-Catalyzed Aryl Amidation,10.1021/acs.oprd.1c00066,CN1N=CC(N)=C1
Practical and Scalable Manufacturing Process for a Novel Dual-Acting Serotonergic Antidepressant Vilazodone,10.1021/acs.oprd.1c00069,C(CC1C2C(=CC=C(C#N)C=2)NC=1)CCN1CCN(C2C=CC3OC(C(N)=O)=CC=3C=2)CC1
